root_slp1	source	registers
inv	dcs:27	rigveda:26,atharvaveda:1
iraD	dcs:1	rigveda:1
irajy	dcs:12	rigveda:12
irasy	dcs:3	rigveda:3
iyakz	dcs:21	rigveda:19,atharvaveda:2
iz	dcs:1544,vidyut:21	rigveda:313,mahabharata-aranyakaparva:142,mahabharata-udyogaparva:117
izUy	dcs:2	rigveda:2
izaR	dcs:2	rigveda:2
izaRay	dcs:1	rigveda:1
izaRy	dcs:7	rigveda:7
izay	dcs:16	rigveda:16
izuDy	dcs:3	rigveda:3
jAgaray	dcs:1	pratyabhijna-hridaya_kshemaraja:1
jAgf	dcs:142,vidyut:1	rigveda:41,atharvaveda:23,ramayana-ayodhyakanda:10
jAjval	dcs:5,vidyut:1	buddhacharita:1,mahabharata-aranyakaparva:1,ramayana-balakanda:1
jAlAy	dcs:1	gitagovinda:1
jAray	dcs:7	rigveda:6,hatha-yoga-pradipika:1
jE	vidyut:2	mahabharata-aranyakaparva:2
jIv	dcs:623,vidyut:37	rigveda:73,mahabharata-aranyakaparva:65,mahabharata-dronaparva:58
jIvay	dcs:15	mahabharata-adiparva:6,mahabharata-aranyakaparva:3,mahabharata-ashvamedhikaparva:2
jIvi	vidyut:4	mahabharata-adiparva:2,atharvaveda:1,mahabharata-shalyaparva:1
jU	dcs:22	rigveda:22
jUrv	dcs:13	rigveda:10,atharvaveda:3
jYA	dcs:3156,vidyut:145,marker:3	mahabharata-aranyakaparva:273,mahabharata-adiparva:226,mahabharata-udyogaparva:203
jYApay	dcs:141	mahabharata-adiparva:17,mahabharata-aranyakaparva:14,ramayana-ayodhyakanda:13
jYapay	dcs:13	ramayana-sundarakanda:4,shukasaptati:1,manavadharmashastra:1
jaB	vidyut:15,dcs:2	manavadharmashastra:10,yotat-up:2,atharvaveda:1
jaNGan	dcs:14,marker:1	rigveda:13,atharvaveda:2
jaNgah	dcs:4	rigveda:2,atharvaveda:2
jaYj	vidyut:1	rigveda:1
jakz	dcs:21	manavadharmashastra:7,rigveda:3,atharvaveda:3
jal	vidyut:1	raghuvamsha:1
jalAy	dcs:1	shatakatrayam-serebryakov:1
jalp	dcs:36,vidyut:12	shukasaptati:8,mahabharata-sabhaparva:4,mahabharata-adiparva:4
jamBay	dcs:13	atharvaveda:8,rigveda:5
jamBi	vidyut:120	atharvaveda:38,rigveda:36,mahabharata-aranyakaparva:6
jan	dcs:2025,vidyut:105,marker:3	rigveda:493,atharvaveda:232,mahabharata-adiparva:191
janIy	dcs:2	rigveda:2
janay	dcs:337	rigveda:91,mahabharata-adiparva:38,atharvaveda:32
janiy	dcs:1	atharvaveda:1
jap	dcs:66,vidyut:11	manavadharmashastra:16,ramayana-balakanda:10,mahabharata-aranyakaparva:7
jarBur	dcs:6	rigveda:6
jaray	dcs:13	rigveda:8,mahabharata-aranyakaparva:1,kat-up:1
jarhfz	vidyut:5,dcs:1	rigveda:5,atharvaveda:1
jas	dcs:3,vidyut:2	rigveda:5
jeh	dcs:4,vidyut:1	rigveda:4,atharvaveda:1
jf	dcs:147	rigveda:65,mahabharata-adiparva:8,shatakatrayam:8
jfmB	dcs:29,vidyut:4	ramayana-balakanda:4,ramayana-aranyakanda:3,buddhacharita:3
ji	dcs:1477,vidyut:341	mahabharata-dronaparva:210,mahabharata-udyogaparva:193,rigveda:187
jiGAMs	dcs:55	rigveda:14,atharvaveda:7,mahabharata-dronaparva:5
jiGAMsa	vidyut:46	mahabharata-karnaparva:12,mahabharata-dronaparva:11,mahabharata-aranyakaparva:6
jiGats	dcs:3	atharvaveda:3
jiGfkzay	dcs:8	ait-up:2,mahabharata-udyogaparva:1,mahabharata-bhishmaparva:1
jigIz	dcs:29	mahabharata-udyogaparva:7,rigveda:3,buddhacharita:2
jigamiz	dcs:2	ch-up:2
jihAs	dcs:1	nyaya-bhashya:1
jihIrz	dcs:15	mahabharata-adiparva:3,mahabharata-udyogaparva:3,mahabharata-aranyakaparva:2
jihIrza	vidyut:8	mahabharata-adiparva:3,buddhacharita:2,mai-up:1
jijIviz	dcs:14	bhagavadgita-prabhupada:2,bhagavadgita-smirnov:2,bhagavadgita-radha:2
jijIviza	vidyut:4	bhagavadgita-sementsov:1,bhagavadgita-sharma:1,bhagavadgita-burba:1
jijYAs	dcs:23	mahabharata-udyogaparva:4,nyaya-bhashya:4,ramayana-sundarakanda:2
jijYAsi	vidyut:5	mahabharata-adiparva:3,mahabharata-aranyakaparva:2
jijyAsa	vidyut:3	atharvaveda:2,rigveda:1
jinv	dcs:61,vidyut:1	rigveda:52,atharvaveda:10
joguv	dcs:3	rigveda:3
johav	dcs:44	rigveda:31,atharvaveda:13
jozay	dcs:23	rigveda:6,bhagavadgita-erman:2,mahabharata-bhishmaparva:2
jri	vidyut:1,dcs:1	rigveda:2
jugups	dcs:27	ramayana-ayodhyakanda:4,mahabharata-aranyakaparva:3,manavadharmashastra:3
jugupsa	vidyut:2	mahabharata-adiparva:1,shatakatrayam:1
juz	dcs:309,vidyut:2	rigveda:213,atharvaveda:41,mahabharata-aranyakaparva:10
jvAlay	dcs:9	shukasaptati:2,mahabharata-dronaparva:2,mahabharata-aranyakaparva:1
jval	dcs:289,vidyut:17	mahabharata-dronaparva:42,mahabharata-adiparva:30,mahabharata-aranyakaparva:23
jvalay	dcs:1	gitagovinda:1
jvar	vidyut:5,dcs:1	mahabharata-udyogaparva:3,br-up:1,mahabharata-aranyakaparva:1
jyA	dcs:99,vidyut:4	atharvaveda:48,rigveda:12,mahabharata-karnaparva:9
jyotay	dcs:2	atharvaveda:2
kANkz	dcs:197,vidyut:19	mahabharata-aranyakaparva:19,mahabharata-udyogaparva:18,mahabharata-bhishmaparva:14
kAS	dcs:95,vidyut:7	ramayana-aranyakanda:14,mahabharata-aranyakaparva:12,mahabharata-dronaparva:10
kASay	dcs:77	sankhya-karika:10,kama-sutra:9,bhagavadgita-prabhupada:6
kASi	dcs:26,vidyut:7	mahabharata-udyogaparva:5,mahabharata-adiparva:4,mahabharata-ashvamedhikaparva:4
kAlay	dcs:17	mahabharata-virataparva:4,mahabharata-dronaparva:4,mahabharata-adiparva:3
kAmay	dcs:129	mahabharata-aranyakaparva:20,mahabharata-adiparva:18,mahabharata-udyogaparva:12
kAmi	vidyut:12	gitarthasamgraha-abhinavagupta:2,ramayana-aranyakanda:2,nyaya-bhashya:1
kAntAy	dcs:1	shatakatrayam:1
kAray	dcs:200	mahabharata-adiparva:20,ramayana-ayodhyakanda:17,mahabharata-udyogaparva:16
kAri	vidyut:14	ramayana-ayodhyakanda:3,mahabharata-udyogaparva:2,mahabharata-virataparva:1
kAs	dcs:2	kumarasambhava:1,mahabharata-virataparva:1
kAsay	dcs:18	kama-sutra:12,shukasaptati:4,mahabharata-karnaparva:1
kF	vidyut:3	mahabharata-karnaparva:1,ramayana-ayodhyakanda:1,mahabharata-dronaparva:1
kIrtay	dcs:151	mahabharata-adiparva:39,mahabharata-aranyakaparva:24,manavadharmashastra:13
kIrti	dcs:192,vidyut:46	mahabharata-aranyakaparva:38,mahabharata-adiparva:23,atharvaveda:20
kU	vidyut:1	buddhacharita:1
kUj	dcs:31,vidyut:3	mahabharata-karnaparva:5,mahabharata-aranyakaparva:4,mahabharata-bhishmaparva:4
kUlay	dcs:1	ramayana-aranyakanda:1
kUrd	vidyut:1,dcs:1	mahabharata-karnaparva:2
kaRWay	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
kaRqUy	dcs:3	kumarasambhava:1,mahabharata-adiparva:1,manavadharmashastra:1
kaT	dcs:4	shukasaptati:3,mahabharata-aranyakaparva:1
kaTay	dcs:484	mahabharata-adiparva:75,mahabharata-aranyakaparva:66,shukasaptati:35
kaTi	vidyut:9	ramayana-ayodhyakanda:2,ramayana-sundarakanda:1,mahabharata-adiparva:1
kadarTay	dcs:1	shatakatrayam:1
kalahay	dcs:2	kama-sutra:2
kalay	dcs:23	gitagovinda:10,shatakatrayam:3,shatakatrayam-serebryakov:3
kalpay	dcs:226,marker:1	atharvaveda:29,manavadharmashastra:24,mahabharata-dronaparva:19
kam	dcs:13	raghuvamsha:4,rigveda:2,mahabharata-adiparva:2
kamp	dcs:119,vidyut:1	mahabharata-dronaparva:26,mahabharata-bhishmaparva:11,mahabharata-virataparva:11
kampay	dcs:67	mahabharata-dronaparva:14,mahabharata-bhishmaparva:7,mahabharata-sabhaparva:6
kan	dcs:50	rigveda:47,mahabharata-aranyakaparva:2,atharvaveda:1
kanikrad	dcs:41	rigveda:40,atharvaveda:1
karSay	dcs:58	ramayana-ayodhyakanda:16,mahabharata-aranyakaparva:6,ramayana-aranyakanda:5
karikf	dcs:6	atharvaveda:4,rigveda:2
kartay	dcs:1	manavadharmashastra:1
karuRAy	dcs:1	mahabharata-aranyakaparva:1
karzay	dcs:10	manavadharmashastra:2,ramayana-aranyakanda:2,devi-gita:1
kas	dcs:16,vidyut:4	shatakatrayam-serebryakov:5,gitagovinda:4,shatakatrayam:2
katT	dcs:31,vidyut:8	mahabharata-udyogaparva:12,mahabharata-dronaparva:5,mahabharata-virataparva:4
kavIy	dcs:3	rigveda:2,atharvaveda:1
kavalay	dcs:1	shatakatrayam:1
kawakawAyay	dcs:1	ramayana-ayodhyakanda:1
kaz	dcs:4	ch-up:2,atharvaveda:1,mahabharata-karnaparva:1
kf	dcs:9352,vidyut:61,marker:19	rigveda:1196,mahabharata-aranyakaparva:787,mahabharata-dronaparva:650
kfS	dcs:1,vidyut:1	atharvaveda:1,mahabharata-udyogaparva:1
kfp	dcs:14,vidyut:14	rigveda:12,mahabharata-adiparva:3,atharvaveda:2
kfpaR	dcs:1	rigveda:1
kfpaRy	dcs:2	rigveda:2
kfpi	vidyut:4	rigveda:3,raghuvamsha:1
kft	dcs:194,marker:24,vidyut:15	mahabharata-dronaparva:50,mahabharata-karnaparva:24,mahabharata-aranyakaparva:18
kfz	dcs:273,vidyut:26,marker:2	mahabharata-aranyakaparva:39,mahabharata-dronaparva:38,mahabharata-adiparva:22
kit	vidyut:17	rigveda:14,atharvaveda:3
klIbay	dcs:1	mahabharata-shalyaparva:1
klam	dcs:22,vidyut:1	ramayana-ayodhyakanda:6,ramayana-sundarakanda:3,mahabharata-striparva:2
kleSay	dcs:7	mahabharata-udyogaparva:2,mahabharata-aranyakaparva:2,mahabharata-bhishmaparva:1
kleday	dcs:15	bhagavadgita-prabhupada:2,ramanuja_gitabhashya:1,bhagavadgita-smirnov:1
kliS	dcs:91,vidyut:19	mahabharata-aranyakaparva:15,mahabharata-virataparva:10,mahabharata-udyogaparva:10
klid	dcs:9	ramayana-aranyakanda:4,ramayana-ayodhyakanda:1,ramayana-sundarakanda:1
kopay	dcs:34	mahabharata-dronaparva:8,mahabharata-adiparva:5,manavadharmashastra:3
krAmay	dcs:2	mahabharata-mausalaparva:1,kama-sutra:1
krI	dcs:32,vidyut:6	manavadharmashastra:12,atharvaveda:5,mahabharata-aranyakaparva:4
krIq	dcs:93,vidyut:14	mahabharata-dronaparva:16,mahabharata-adiparva:14,mahabharata-aranyakaparva:8
krIqay	dcs:2	mahabharata-virataparva:1,mahabharata-adiparva:1
kram	dcs:1009,vidyut:97,marker:14	mahabharata-dronaparva:121,mahabharata-aranyakaparva:92,mahabharata-adiparva:91
kramay	dcs:1	kama-sutra:1
krand	dcs:79,vidyut:4	rigveda:52,atharvaveda:11,mahabharata-dronaparva:4
kranday	dcs:5	atharvaveda:4,rigveda:1
kratUy	dcs:3	rigveda:3
kroDay	dcs:2	mahabharata-dronaparva:1,atharvaveda:1
kruD	dcs:808,vidyut:195	mahabharata-dronaparva:295,mahabharata-bhishmaparva:128,mahabharata-karnaparva:103
kruS	dcs:181,vidyut:33	mahabharata-dronaparva:46,mahabharata-adiparva:20,mahabharata-aranyakaparva:19
kuRWay	dcs:1	kumarasambhava:1
kuYc	dcs:11	pratyabhijna-hridaya_kshemaraja:4,ramayana-sundarakanda:1,shv-up:1
kuYcay	dcs:10	yotat-up:2,kumarasambhava:2,devi-gita:2
kuhukuhAy	dcs:2	mahabharata-aranyakaparva:2
kulyAy	dcs:1	shatakatrayam-serebryakov:1
kumBay	dcs:3	hatha-yoga-pradipika:2,yotat-up:1
kup	dcs:95,vidyut:9	mahabharata-dronaparva:12,ramayana-ayodhyakanda:12,mahabharata-aranyakaparva:10
kuq	vidyut:1	mahabharata-bhishmaparva:1
kuraNgAy	dcs:1	shatakatrayam-serebryakov:1
kuts	dcs:1	mahabharata-sabhaparva:1
kutsay	dcs:16	mahabharata-karnaparva:4,mahabharata-adiparva:3,ramayana-aranyakanda:3
kuwway	dcs:1	mahabharata-dronaparva:1
kuz	vidyut:1	raghuvamsha:1
kvATay	dcs:1	mahabharata-svargarohanikaparva:1
kvaR	vidyut:2,dcs:1	hatha-yoga-pradipika:2,gitagovinda:1
kvaT	dcs:2	manavadharmashastra:1,buddhacharita:1
kzA	dcs:36	rigveda:32,atharvaveda:3,mahabharata-aranyakaparva:1
kzAlay	dcs:13	mahabharata-aranyakaparva:3,br-up:2,mahabharata-virataparva:2
kzAmay	dcs:15	bhagavadgita-prabhupada:2,mahabharata-adiparva:1,mahabharata-bhishmaparva:1
kzApay	dcs:2	atharvaveda:2
kzAray	dcs:2	manavadharmashastra:1,ramayana-ayodhyakanda:1
kzRu	dcs:2	atharvaveda:2
kzad	dcs:6	rigveda:5,atharvaveda:1
kzam	dcs:105,vidyut:31	mahabharata-aranyakaparva:27,rigveda:19,mahabharata-adiparva:10
kzamApay	dcs:2	devi-gita:2
kzamay	dcs:7	mahabharata-aranyakaparva:2,mahabharata-virataparva:2,mahabharata-adiparva:1
kzan	dcs:27	ramayana-aranyakanda:3,ramayana-sundarakanda:3,kumarasambhava:2
kzap	vidyut:10,dcs:8	rigveda:17,bhagavadgita-1788:1
kzapay	dcs:22	mahabharata-dronaparva:4,mahabharata-udyogaparva:3,ramayana-ayodhyakanda:2
kzar	dcs:100,vidyut:11	rigveda:50,atharvaveda:11,mahabharata-udyogaparva:6
kzepay	dcs:4	mahabharata-aranyakaparva:2,rigveda:1,buddhacharita:1
kzi	dcs:253,vidyut:31	rigveda:82,atharvaveda:29,mahabharata-dronaparva:15
kzip	dcs:535,vidyut:88	mahabharata-dronaparva:109,mahabharata-aranyakaparva:53,mahabharata-karnaparva:45
kzoBay	dcs:24	mahabharata-dronaparva:8,mahabharata-shalyaparva:4,mahabharata-adiparva:2
kzoBi	vidyut:1	mahabharata-adiparva:1
kzoday	dcs:1	rigveda:1
kzu	dcs:5,vidyut:2	manavadharmashastra:4,rigveda:2,chaurapanchashika:1
kzuB	dcs:43,vidyut:1	mahabharata-dronaparva:8,mahabharata-shalyaparva:4,ramayana-balakanda:3
kzuD	dcs:43,vidyut:1	mahabharata-aranyakaparva:8,rigveda:7,atharvaveda:6
kzud	dcs:12,vidyut:3	kama-sutra:3,rigveda:2,ramayana-ayodhyakanda:2
kzveqay	dcs:1	mahabharata-shalyaparva:1
kzviq	dcs:2	ramayana-sundarakanda:1,mahabharata-sauptikaparva:1
kﾱp	dcs:81	atharvaveda:14,manavadharmashastra:6,nyaya-bhashya:6
lABi	vidyut:1	mahabharata-aranyakaparva:1
lAlAy	dcs:1	shatakatrayam:1
lAlap	dcs:1	atharvaveda:1
lAlapy	dcs:9	mahabharata-aranyakaparva:2,ramayana-ayodhyakanda:1,ramayana-balakanda:1
lAlay	dcs:7	ramayana-ayodhyakanda:2,mahabharata-dronaparva:2,ramayana-sundarakanda:1
lApay	dcs:5	devi-gita:2,kama-sutra:1,gitarthasamgraha-abhinavagupta:1
lAqay	dcs:2	mahabharata-dronaparva:2
lAsay	dcs:1	gitagovinda:1
lI	dcs:167,vidyut:12	mahabharata-ashvamedhikaparva:19,hatha-yoga-pradipika:9,gitagovinda:9
lU	dcs:5	raghuvamsha:1,ramayana-ayodhyakanda:1,mahabharata-bhishmaparva:1
lUlup	dcs:1	mahabharata-karnaparva:1
laB	dcs:934,vidyut:24	mahabharata-aranyakaparva:134,mahabharata-udyogaparva:76,mahabharata-adiparva:60
laNG	dcs:8,vidyut:1	raghuvamsha:2,kumarasambhava:2,amaru-shataka:1
laNGay	dcs:17	mahabharata-aranyakaparva:5,ramayana-sundarakanda:5,manavadharmashastra:2
lag	dcs:41	amaru-shataka:4,shukasaptati:4,mahabharata-adiparva:3
lajj	dcs:25,vidyut:5	mahabharata-aranyakaparva:6,shukasaptati:4,ramayana-ayodhyakanda:3
lakz	dcs:2	ramayana-aranyakanda:1,shukasaptati:1
lakzay	dcs:204	mahabharata-aranyakaparva:41,ramayana-ayodhyakanda:23,mahabharata-adiparva:14
lal	dcs:17	gitagovinda:7,raghuvamsha:3,ramayana-sundarakanda:2
lamBay	dcs:5	mahabharata-adiparva:2,mahabharata-aranyakaparva:1,manavadharmashastra:1
lamb	dcs:86,vidyut:7,marker:1	mahabharata-adiparva:16,mahabharata-aranyakaparva:8,ramayana-ayodhyakanda:6
lambay	dcs:3	kama-sutra:2,raghuvamsha:1
lap	dcs:189,vidyut:27	ramayana-ayodhyakanda:53,mahabharata-aranyakaparva:24,ramayana-aranyakanda:21
las	dcs:31,vidyut:4	gitagovinda:17,shatakatrayam-serebryakov:6,shatakatrayam:3
laz	dcs:12	gitarthasamgraha-abhinavagupta:2,buddhacharita:2,mahabharata-aranyakaparva:2
leKay	dcs:2	shukasaptati:1,manavadharmashastra:1
lehay	dcs:3	ramayana-sundarakanda:1,ramayana-ayodhyakanda:1,br-up:1
lelAy	dcs:3	shv-up:2,mun-up:1
lelih	dcs:23	mahabharata-dronaparva:4,mahabharata-shalyaparva:2,mahabharata-aranyakaparva:2
lepay	dcs:1	manavadharmashastra:1
liK	dcs:27,vidyut:5	amaru-shataka:5,megha-duta:4,atharvaveda:4
liNg	vidyut:15,dcs:4	kama-sutra:6,sankhya-karika:4,nyaya-bhashya:2
liNgay	dcs:26	mahabharata-adiparva:5,shatakatrayam-serebryakov:4,megha-duta:2
lih	dcs:18,marker:1,vidyut:1	mahabharata-bhishmaparva:3,mahabharata-adiparva:2,mahabharata-karnaparva:2
lip	dcs:136,vidyut:20	kama-sutra:13,manavadharmashastra:11,bhagavadgita-prabhupada:11
lips	dcs:17	mahabharata-udyogaparva:5,kama-sutra:4,manavadharmashastra:3
loBay	dcs:29	mahabharata-adiparva:8,mahabharata-aranyakaparva:7,ramayana-aranyakanda:4
loBi	vidyut:3	ramayana-aranyakanda:2,mahabharata-adiparva:1
locay	dcs:1	gitagovinda:1
lohitAy	dcs:3	mahabharata-bhishmaparva:2,mahabharata-dronaparva:1
lok	vidyut:9,dcs:1	mahabharata-aranyakaparva:3,buddhacharita:2,hatha-yoga-pradipika:1
lokay	dcs:148	mahabharata-dronaparva:14,ramayana-sundarakanda:12,mahabharata-bhishmaparva:10
lolay	dcs:3	shatakatrayam-serebryakov:1,ramayana-sundarakanda:1,ramayana-ayodhyakanda:1
lolup	vidyut:1	mai-up:1
lopay	dcs:3	manavadharmashastra:1,mahabharata-udyogaparva:1,mahabharata-aranyakaparva:1
lopi	vidyut:2	raghuvamsha:1,ramayana-ayodhyakanda:1
loqay	dcs:16	mahabharata-dronaparva:6,mahabharata-adiparva:4,mahabharata-karnaparva:2
loqi	vidyut:3	ramayana-ayodhyakanda:1,mahabharata-adiparva:1,mahabharata-shalyaparva:1
luB	dcs:74,vidyut:4	mahabharata-udyogaparva:10,mahabharata-dronaparva:6,ramayana-ayodhyakanda:6
luW	dcs:3,vidyut:1	gitagovinda:2,amaru-shataka:1,mahabharata-udyogaparva:1
lul	dcs:10	ramayana-ayodhyakanda:3,amaru-shataka:2,mahabharata-shalyaparva:2
lup	dcs:28,vidyut:5	atharvaveda:6,mahabharata-aranyakaparva:5,mahabharata-udyogaparva:4
mA	dcs:1502,vidyut:16,marker:1	rigveda:398,atharvaveda:300,mahabharata-udyogaparva:78
mAday	dcs:74	rigveda:55,atharvaveda:16,br-up:1
mAlyaguRAy	dcs:1	shatakatrayam-serebryakov:1
mAmA	vidyut:6	amaru-shataka:2,gitarthasamgraha-abhinavagupta:2,bhagavadgity:1
mAnavasy	dcs:2	rigveda:2
mAnay	dcs:71	mahabharata-udyogaparva:11,mahabharata-aranyakaparva:8,mahabharata-dronaparva:6
mAni	vidyut:9	kumarasambhava:2,mahabharata-aranyakaparva:2,raghuvamsha:1
mApay	dcs:13	mahabharata-adiparva:3,yoga-sutry_vyasa-bhashya:2,mahabharata-sabhaparva:2
mAray	dcs:12	mahabharata-sauptikaparva:3,atharvaveda:3,mahabharata-adiparva:2
mArg	dcs:34	ramayana-sundarakanda:14,mahabharata-aranyakaparva:6,ramayana-balakanda:2
mArgay	dcs:3	shukasaptati:1,mahabharata-aranyakaparva:1,ramayana-sundarakanda:1
mArjay	dcs:5	raghuvamsha:1,shatakatrayam:1,shatakatrayam-serebryakov:1
mI	dcs:79,vidyut:29	rigveda:84,atharvaveda:6,nyaya-bhashya:4
mIl	dcs:13,vidyut:1	gitagovinda:4,raghuvamsha:2,manavadharmashastra:1
mIlay	dcs:19	gitagovinda:2,mahabharata-dronaparva:2,ramayana-aranyakanda:2
mImAMs	dcs:5	atharvaveda:3,mahabharata-adiparva:1,kena-up:1
mU	vidyut:1	rigveda:1
mUlay	dcs:3	shatakatrayam:2,mahabharata-aranyakaparva:1
mUrC	dcs:23,vidyut:1	raghuvamsha:8,br-up:5,vedartha-samgraha_ramanuja:3
mUrCay	dcs:18	mahabharata-udyogaparva:4,ramayana-sundarakanda:2,mahabharata-dronaparva:2
mUtra	dcs:48,vidyut:1	manavadharmashastra:17,atharvaveda:9,mahabharata-dronaparva:6
mUtray	dcs:1	mahabharata-udyogaparva:1
maKasy	dcs:3	rigveda:3
maMhay	dcs:1	rigveda:1
maRqay	dcs:16	ramayana-ayodhyakanda:3,ramayana-aranyakanda:2,gitagovinda:2
maT	dcs:156,vidyut:39,marker:1	mahabharata-dronaparva:31,mahabharata-adiparva:22,rigveda:21
maTAy	dcs:6	rigveda:5,atharvaveda:1
maTay	dcs:1	ramayana-aranyakanda:1
mad	dcs:13246,vidyut:28	rigveda:2274,mahabharata-aranyakaparva:1057,mahabharata-udyogaparva:804
maday	dcs:5	atharvaveda:4,rigveda:1
mah	dcs:295	rigveda:266,atharvaveda:12,tai-up:6
mahIy	dcs:58	mahabharata-aranyakaparva:16,ch-up:11,rigveda:8
mahay	dcs:24	rigveda:19,ch-up:2,atharvaveda:2
majj	dcs:149,vidyut:3	mahabharata-dronaparva:17,mahabharata-karnaparva:13,atharvaveda:11
majjay	dcs:13	mahabharata-aranyakaparva:5,mahabharata-karnaparva:2,ramayana-ayodhyakanda:1
majji	vidyut:5	mahabharata-aranyakaparva:4,mahabharata-dronaparva:1
mamar	dcs:1	rigveda:1
man	dcs:1870,vidyut:39,marker:1	mahabharata-udyogaparva:159,mahabharata-aranyakaparva:147,rigveda:143
manAy	dcs:1	rigveda:1
manasy	dcs:4	rigveda:2,ch-up:2
mand	dcs:44,vidyut:13	rigveda:54,atharvaveda:3
mandAy	dcs:2	megha-duta:1,raghuvamsha:1
mantr	vidyut:5	mahabharata-aranyakaparva:2,mahabharata-adiparva:2,ramayana-aranyakanda:1
mantray	dcs:265	mahabharata-adiparva:33,mahabharata-aranyakaparva:31,mahabharata-udyogaparva:30
marcay	dcs:9	rigveda:5,atharvaveda:1,mahabharata-sabhaparva:1
marci	vidyut:2	atharvaveda:2
marday	dcs:29	mahabharata-dronaparva:7,mahabharata-karnaparva:7,mahabharata-bhishmaparva:4
marjay	dcs:19	rigveda:17,mahabharata-udyogaparva:1,mahabharata-aranyakaparva:1
marmfS	dcs:5	rigveda:5
marmfj	dcs:26	rigveda:25,atharvaveda:1
marzay	dcs:30	mahabharata-sabhaparva:6,mahabharata-dronaparva:5,mahabharata-adiparva:4
marzi	vidyut:4	mahabharata-virataparva:2,mahabharata-aranyakaparva:1,mahabharata-dronaparva:1
may	dcs:3	rigveda:2,megha-duta:1
meD	vidyut:1	mahabharata-udyogaparva:1
med	dcs:1	rigveda:1
meday	dcs:2	rigveda:1,atharvaveda:1
mehay	dcs:2	rigveda:2
memy	dcs:2	rigveda:2
mf	dcs:360,vidyut:4	atharvaveda:52,manavadharmashastra:27,mahabharata-aranyakaparva:23
mfC	dcs:13	rigveda:8,mahabharata-sauptikaparva:1,mahabharata-shalyaparva:1
mfD	dcs:135,vidyut:3	rigveda:45,mahabharata-aranyakaparva:12,atharvaveda:10
mfR	dcs:12,vidyut:1	atharvaveda:8,rigveda:5
mfS	dcs:128,vidyut:10	rigveda:18,mahabharata-dronaparva:12,mahabharata-virataparva:9
mfc	dcs:3	rigveda:3
mfd	dcs:129,vidyut:9	mahabharata-karnaparva:23,mahabharata-dronaparva:19,nyaya-bhashya:12
mfgay	dcs:26	mahabharata-virataparva:4,mahabharata-adiparva:3,rigveda:3
mfj	dcs:172,vidyut:11	rigveda:78,atharvaveda:23,ramayana-ayodhyakanda:14
mfkz	vidyut:5	rigveda:5
mfq	dcs:32,vidyut:4	atharvaveda:30,rigveda:3,amaru-shataka:2
mfqay	dcs:6	atharvaveda:6
mfz	dcs:46,vidyut:15	mahabharata-dronaparva:15,atharvaveda:9,mahabharata-bhishmaparva:6
mi	dcs:113,vidyut:7	rigveda:25,atharvaveda:22,mahabharata-aranyakaparva:10
miSray	dcs:19	mahabharata-dronaparva:4,hatha-yoga-pradipika:2,mahabharata-aranyakaparva:2
miSri	vidyut:1	mahabharata-dronaparva:1
miT	dcs:6	rigveda:6
mid	vidyut:1	rigveda:1
mih	dcs:19,vidyut:4	rigveda:16,atharvaveda:3,br-up:2
mikz	dcs:10	rigveda:10
mil	dcs:11	gitagovinda:6,devi-gita:2,shukasaptati:2
miz	dcs:83,vidyut:2	rigveda:12,mahabharata-dronaparva:12,atharvaveda:7
mlA	dcs:16	mahabharata-karnaparva:4,shatakatrayam:2,amaru-shataka:2
mlApay	dcs:1	atharvaveda:1
mlApi	vidyut:1	atharvaveda:1
mnA	dcs:3,vidyut:2	kumarasambhava:1,vedartha-samgraha_ramanuja:1,kat-up:1
mocay	dcs:46	mahabharata-dronaparva:6,ramayana-ayodhyakanda:5,sankhya-karika:5
moci	vidyut:3	mahabharata-udyogaparva:2,rigveda:1
moday	dcs:9	yoga-sutry_vyasa-bhashya:2,yoga-sutry:1,mahabharata-adiparva:1
mohay	dcs:201	mahabharata-dronaparva:30,mahabharata-aranyakaparva:22,mahabharata-bhishmaparva:12
mokza	dcs:183,vidyut:2,marker:1	buddhacharita:22,mahabharata-adiparva:16,sankhya-karika:16
mokzay	dcs:64	mahabharata-adiparva:15,mahabharata-aranyakaparva:7,mahabharata-virataparva:4
mokzi	vidyut:22	mahabharata-aranyakaparva:6,mahabharata-adiparva:4,mahabharata-sabhaparva:3
mozi	vidyut:1	raghuvamsha:1
mrad	dcs:1	rigveda:1
mrakzi	vidyut:1	kama-sutra:1
mruc	dcs:8,vidyut:4	atharvaveda:5,rigveda:4,ch-up:2
muKaray	dcs:3	gitagovinda:3
muRqay	dcs:3	shatakatrayam-serebryakov:2,shatakatrayam:1
muc	dcs:1594,vidyut:34,marker:3	atharvaveda:159,mahabharata-dronaparva:123,mahabharata-aranyakaparva:119
mud	dcs:350,vidyut:5	mahabharata-aranyakaparva:46,mahabharata-adiparva:44,ramayana-balakanda:28
mudray	dcs:4	hatha-yoga-pradipika:2,gitagovinda:1,shukasaptati:1
muh	dcs:497,vidyut:15	mahabharata-udyogaparva:47,mahabharata-aranyakaparva:35,mahabharata-dronaparva:30
mukulay	dcs:1	shatakatrayam:1
mumUrz	dcs:3	mahabharata-dronaparva:2,ramayana-sundarakanda:1
mumukz	dcs:1	mahabharata-virataparva:1
mur	dcs:1	rigveda:1
