form_slp1	primary_lemma	primary_pos	primary_n	alt_lemma	alt_pos	alt_n
ABAga	ABaj	noun	2	ABAji	noun	2
ABAgena	ABaj	noun	2	ABAji	noun	2
ABAva	ABAvi	noun	8	ABA	noun	6
ABAva	ABAvi	noun	8	ABA	verb	2
ABAzyamARa	ABAz	noun	2	ABAzi	noun	2
ABU	ABu	noun	6	ABU	noun	3
ABaranti	ABf	noun	4	ABf	verb	1
ABram	ABra	noun	3	aBr	verb	1
ADAvatA	Asf	noun	2	ADAv	noun	2
ADarzayan	ADarzi	noun	4	ADfz	noun	2
ADarzayan	ADarzi	noun	4	ADarzi	verb	2
ADarzayan	ADarzi	noun	4	ADfz	verb	1
ADita	ADitA	noun	3	ADA	verb	1
AGozayanta	AGozi	verb	2	AGuz	verb	1
AKyAd	AKyA	noun	9	AKyA	verb	1
AKyAd	AKyA	noun	9	Acakzi	verb	1
ASAsyamAna	ASAsi	noun	4	ASAs	noun	2
ASaMsat	ASaMs	noun	3	ASaMs	verb	1
ASaNkin	ASaNk	noun	2	ASaNki	noun	2
ASasti	ASas	noun	6	ASaMs	noun	6
ASreza	ASrezA	noun	3	ASreza	noun	2
ASvAs	ASva	noun	10	ASu	noun	8
ASvAs	ASva	noun	10	ASvAsi	noun	7
AYjanAByaYjana	AYjanAByaYjanA	noun	3	AYjanAByaYjana	noun	2
AbadDAByAm	AbadDa	noun	18	AbanD	noun	9
AcCA	AcCo	noun	15	AcCAyi	noun	6
AcCedi	AcCedi	noun	9	AcCid	noun	3
AcCedi	AcCedi	noun	9	AcCid	verb	1
AcCedi	AcCedi	noun	9	AcCedi	verb	1
Acakzam	Acakz	noun	14	Acakzi	noun	14
Acaratas	Acar	noun	5	Acar	verb	1
AdAsyAma	AdA	verb	2	Ado	verb	1
AdAsyAma	AdA	verb	2	AdE	verb	1
AdAsyamAna	AdA	noun	6	Ado	noun	2
AdAsyamAna	AdA	noun	6	AdE	noun	2
AdAsyat	AdA	noun	6	Ado	noun	3
AdAsyat	AdA	noun	6	AdE	noun	3
AdAsyat	AdA	noun	6	AdA	verb	2
AdAsyat	AdA	noun	6	Ado	verb	1
AdAsyat	AdA	noun	6	AdE	verb	1
AdAtavya	AdA	noun	4	Ado	noun	2
AdAtavya	AdA	noun	4	AdE	noun	2
AdIpayat	AdIpi	noun	3	AdIpi	verb	1
Adadi	Adadi	noun	3	AdA	verb	1
Adaya	Adi	verb	2	AAdi	verb	2
Adeha	Adehi	noun	8	Adih	noun	6
AdevI	Adiv	noun	1	Adevi	noun	1
Adid	Aditsi	noun	21	Aditsa	noun	21
Adit	Aditsi	noun	21	Aditsa	noun	21
Adite	AditA	noun	14	Ado	noun	13
Adite	AditA	noun	14	Adi	noun	9
Adite	AditA	noun	14	AAdi	noun	9
Adivat	ad	noun	3	Aad	noun	3
Adyanta	Adyanta	noun	4	ad	verb	1
Adyanta	Adyanta	noun	4	Aad	verb	1
Adyanta	Adyanta	noun	4	Adi	verb	1
Adyanta	Adyanta	noun	4	AAdi	verb	1
Adyantavat	Adyantavat	noun	3	Adyantavat	ind	1
Ag	Aci	noun	7	Aaj	noun	7
Ag	Aci	noun	7	AaYj	noun	3
Ag	Aci	noun	7	AaYc	noun	3
Agam	ag	noun	3	ag	verb	1
Agamyase	AgAmi	verb	4	Agam	verb	1
AhUyantAm	Ahu	verb	1	Ahve	verb	1
AhUyate	Ahu	verb	1	Ahve	verb	1
Aham	Ahi	noun	8	ah	noun	3
Ahanas	Ahanas	noun	5	Ahan	noun	3
Ahanas	Ahanas	noun	5	Ahi	noun	1
Ahitavat	Ahi	noun	6	ADA	noun	3
AhotA	Ahu	noun	2	Ahu	verb	2
AjYAyi	AjYA	noun	3	AjYA	verb	1
Ajagara	AgF	verb	2	Ajagara	noun	2
Ajayat	Aji	noun	3	Aji	verb	1
AjiGrat	AGrA	noun	3	AGrA	verb	1
AjihIrzu	AjihIrza	noun	6	AjihIrzi	noun	3
AkAryam	AkAri	noun	6	AkF	noun	3
AkAryam	AkAri	noun	6	Akf	noun	3
Akarzat	Akfz	noun	3	Akfz	verb	1
Akzepin	Akzip	noun	4	Akzepi	noun	4
AlApayizyaTa	AlAli	verb	3	AlApi	verb	1
AlamBanIya	AlaB	noun	2	AlamBi	noun	2
Alayat	Ali	noun	3	Ali	verb	1
Alok	Alok	noun	7	Aloc	noun	7
Alok	Alok	noun	7	Aloci	noun	7
Alok	Alok	noun	7	Aloki	noun	7
AlokayatAm	Aloki	verb	3	Aloki	noun	2
Alokayizyan	Aloki	noun	2	Aloki	verb	1
AlokyA	Alok	noun	1	Aloc	noun	1
AlokyA	Alok	noun	1	Aloki	noun	1
Amantrayan	Amantri	noun	2	Amantri	verb	1
Amayad	Ami	noun	9	Ami	verb	3
Amayas	Ami	verb	3	Amaya	noun	2
AnAdayan	AnAdi	noun	2	AnAdi	verb	1
AnAdayat	AnAdi	noun	3	AnAdi	verb	1
AnI	AnI	noun	12	an	noun	8
AnI	AnI	noun	12	Ani	noun	8
Anadat	Anad	noun	3	Anad	verb	1
AnandatA	AnandatA	noun	3	Anand	noun	2
Anandayate	Anandi	noun	2	Anandi	verb	1
Anarda	Anard	noun	8	Anardi	noun	8
Anarda	Anard	noun	8	ard	verb	6
Anarda	Anard	noun	8	Anard	verb	1
Anayeya	Ani	verb	2	AnI	verb	1
AnonavIti	Anonu	verb	1	AnonU	verb	1
Anyam	an	noun	6	Ani	noun	6
Anyam	an	noun	6	AnI	noun	2
ApaSyam	AdfS	noun	3	AdfS	verb	1
ApaSyat	AdfS	noun	3	AdfS	verb	1
Apapra	ApF	verb	2	AprA	verb	1
Apatatas	Apat	noun	5	Apat	verb	1
AprAt	AprA	noun	9	AprA	verb	1
Apus	Ap	verb	2	ApA	verb	1
Aqayat	Aqi	noun	3	Aqi	verb	1
ArADanIya	ArAD	noun	2	ArADi	noun	2
ArADayam	ArADaya	noun	3	ArADi	verb	1
ArcCat	f	verb	1	fcC	verb	1
ArcCatAm	f	verb	1	fcC	verb	1
ArjIkIya	ArjIkIyA	noun	3	ArjIkIya	noun	2
ArohatAm	Aruh	noun	2	Aruh	verb	2
ArtanA	ArtanA	noun	3	Artana	noun	1
AruRI	AruRI	noun	8	ArU	noun	6
AruRI	AruRI	noun	8	Aru	noun	6
AruRI	AruRI	noun	8	AruRi	noun	6
AruRI	AruRI	noun	8	AruRin	noun	1
AsAna	as	noun	4	Aas	noun	2
AsIdatAm	Asad	noun	4	Asad	verb	4
AsTas	as	verb	1	Aas	verb	1
AsTas	as	verb	1	AsTA	noun	1
AsaBis	Asan	noun	2	Asya	noun	2
Asaran	Asf	noun	2	Asf	verb	2
Asecya	Asic	noun	2	Aseci	noun	2
Asecya	Asic	noun	2	Aseci	ind	1
Asevita	Asev	noun	2	Asevi	noun	2
AsevyA	Asev	noun	1	Asevi	noun	1
Asin	Asi	noun	6	as	noun	4
Asin	Asi	noun	6	As	noun	2
Asin	Asi	noun	6	Aas	noun	2
Asin	Asi	noun	6	AAsi	noun	2
Asyad	Aas	noun	3	as	verb	1
Asyad	Aas	noun	3	Aas	verb	1
Atan	AtaYci	noun	7	AtaYc	noun	4
Atan	AtaYci	noun	7	at	verb	1
Atani	Atani	noun	3	Ati	noun	1
Atapat	Atap	noun	3	Atap	verb	1
Atarpayat	Atarpi	noun	6	Atarpi	verb	2
Atastare	AstF	verb	4	Astf	verb	4
Atastare	AstF	verb	4	AstAri	verb	1
AtizWam	AtizWa	noun	3	AsTA	verb	1
AtizWatAm	AsTA	verb	3	AsTA	noun	2
Atmagatam	Atmagata	noun	3	Atmagatam	ind	1
AtmasamBava	AtmasamBavA	noun	3	AtmasamBava	noun	2
AtmodBave	AtmodBavA	noun	14	AtmodBava	noun	9
Atodin	Atud	noun	2	Atodi	noun	2
Atyanta	at	verb	1	Ati	verb	1
AvApti	AvApi	noun	24	AvAji	noun	6
AvAyam	AvApi	noun	12	AvAyi	noun	12
AvAyam	AvApi	noun	12	AvE	noun	3
AvAyam	AvApi	noun	12	Ave	noun	3
AvAyam	AvApi	noun	12	AvA	noun	3
AvAyam	AvApi	noun	12	AvE	verb	1
AvahatAm	Avah	verb	3	Avah	noun	2
Avantika	Avantika	noun	4	AvantikA	noun	3
Avapa	Avap	noun	6	Avap	verb	1
Avarjayata	Avarji	verb	9	Avfj	verb	3
AvarjayetAm	Avarji	verb	9	Avfj	verb	3
Avartin	Avartin	noun	4	Avft	noun	2
Avartin	Avartin	noun	4	Avarti	noun	2
Avarzat	Avfz	noun	3	Avfz	verb	1
Avas	O	noun	20	o	noun	4
Avas	O	noun	20	av	verb	1
Avas	O	noun	20	Avi	noun	4
Avas	O	noun	20	av	noun	1
Avas	O	noun	20	AvA	noun	1
Aveda	Avedi	noun	8	Avid	noun	6
Aveda	Avedi	noun	8	Avid	verb	2
AvedayatAm	Avedi	verb	3	Avedi	noun	2
AviDyat	AvyaD	noun	3	AvyaD	verb	1
Avit	Avid	noun	14	AvyaD	noun	7
AvivAs	AvivAsa	noun	21	AvivAsi	noun	21
AvivAsa	AvivAsa	noun	30	AvivAsi	noun	24
AvivAsa	AvivAsa	noun	30	AvivAsa	verb	6
AvivAsanta	AvivAsi	verb	3	AvivAsa	verb	1
AvivAsata	AvivAsa	verb	7	AvivAsi	verb	6
AvivAse	AvivAsa	noun	180	AvivAsi	noun	117
AvivAse	AvivAsa	noun	180	AvivAsi	verb	3
AvivAse	AvivAsa	noun	180	AvivAsa	verb	2
AyAsaka	AyAsi	noun	4	Ayas	noun	2
AyantI	AyAmi	noun	12	Ayam	noun	6
Ayita	Ayi	noun	4	Aay	noun	2
Ayita	Ayi	noun	4	AAyi	noun	2
AyoDyAyAm	AyuD	noun	1	AyoDi	noun	1
Aza	Azi	noun	4	az	verb	3
Aza	Azi	noun	4	az	noun	2
Azwra	AzwrA	noun	3	Azwra	noun	2
BAjayate	BAji	noun	10	BAji	verb	5
BAmita	BAmi	noun	6	BAm	noun	2
BArin	BAri	noun	6	Bf	noun	4
BArin	BAri	noun	6	BF	noun	2
BAsakam	BAsi	noun	12	BAs	noun	6
BAsakam	BAsi	noun	12	Bas	noun	3
BAsase	BAsas	noun	3	BAs	verb	1
BAvajYa	BAvajYA	noun	3	BAvajYa	noun	2
BAvayitavya	BAvi	noun	10	BU	noun	2
BAvayitf	BAvi	noun	15	BU	noun	3
BAzin	BAzi	noun	4	BAz	noun	2
BAzin	BAzi	noun	4	Baz	noun	2
BAzyamARa	BAzi	noun	4	BAz	noun	2
BIm	BI	noun	2	Ba	noun	2
BImaraTa	BImaraTA	noun	3	BImaraTa	noun	2
BItavat	BI	noun	3	BItavat	ind	1
BUridA	BUridA	noun	2	BUrida	noun	1
BUridakziRam	BUridakziRa	noun	3	BUridakziRam	ind	1
BUtaDarA	BUtaDarA	noun	3	BUtaDara	noun	1
BUtamAtra	BUtamAtrA	noun	3	BUtamAtra	noun	2
BaYjyAt	BaYj	noun	6	BaYji	noun	4
BaYjyAt	BaYj	noun	6	BaYj	verb	2
BaYjyAt	BaYj	noun	6	BaYji	verb	2
BadrAyAm	Badra	noun	3	BadrA	noun	2
BaginIByAm	Bagin	noun	6	BaginI	noun	6
BajyamAnam	Baj	noun	3	BaYj	noun	3
Bajyeran	Baj	verb	1	BaYj	verb	1
Baktas	Bakta	noun	2	Baj	noun	1
BakzaRIya	Bakzi	noun	6	Bakz	noun	2
Bakzin	Bakzi	noun	6	Bakz	noun	2
BakzyantAm	Bakzi	verb	3	Bakz	verb	1
Bar	Barv	noun	7	Barvi	noun	7
BaratarzaBAn	BaratafzaBa	noun	1	BaratarzaBa	noun	1
BaratarzaBa	BaratafzaBa	noun	2	BaratarzaBa	noun	2
BaratarzaBam	BaratafzaBa	noun	3	BaratarzaBa	noun	3
BaratarzaBasya	BaratafzaBa	noun	2	BaratarzaBa	noun	2
BaratarzaBe	BaratafzaBa	noun	9	BaratarzaBa	noun	9
Bartfvrata	BartfvratA	noun	3	Bartfvrata	noun	2
BavatyAm	BavatI	noun	2	Bavat	noun	1
BavizyAmas	BU	verb	2	as	verb	1
BejAna	Baj	noun	2	BaYj	noun	2
Bikzita	Bikz	noun	2	Bikzi	noun	2
BindatAm	Bid	noun	2	Bind	noun	2
BindatAm	Bid	noun	2	Bid	verb	1
BindatAm	Bid	noun	2	Bind	verb	1
Bojin	Buj	noun	4	Boji	noun	4
BrASyAni	BrAS	noun	3	BrASi	noun	3
BrAjas	BrAj	noun	38	BrAjas	noun	5
BrAjas	BrAj	noun	38	BrAja	noun	2
BrAjas	BrAj	noun	38	BrAji	noun	26
Bu	BU	noun	10	Bu	noun	3
BujaNgamAm	BujaMgamA	noun	2	BujaMgama	noun	2
BujaNgama	BujaMgama	noun	4	BujaMgamA	noun	3
BujizyAm	BujizyA	noun	2	Bujizya	noun	2
Buk	Buj	noun	28	Buk	ind	1
CAdayAYcakrire	Cad	verb	2	CAdi	verb	2
CAdayetAm	Cad	verb	2	CAdi	verb	2
CAditavatI	Cad	noun	4	CAdi	noun	4
CAyaka	CAyi	noun	4	Co	noun	2
Calana	CalanA	noun	3	Calana	noun	2
CandasyAm	CandasyA	noun	2	Candasya	noun	1
Candita	Cand	noun	2	Candi	noun	2
Candya	Cand	noun	4	Candi	noun	2
CandyamAna	Cand	noun	2	Candi	noun	2
CandyatAm	Cand	verb	1	Candi	verb	1
DAtryAm	DAtrI	noun	2	DAtri	noun	1
DAvad	sf	noun	3	DAv	noun	3
DUmravarRa	DUmravarRa	noun	4	DUmravarRA	noun	3
DUp	DUpAyi	noun	14	DUpAya	noun	14
DUtapApa	DUtapApA	noun	3	DUtapApa	noun	2
DUyamAnam	DU	noun	12	Du	noun	3
Dam	Da	noun	9	DA	noun	2
DaneSam	DaneSa	noun	3	DaneS	noun	2
Danuzkowi	DanuzkowI	noun	5	Danuzkowi	noun	3
DarmArTam	DarmArTa	noun	3	DarmArTam	ind	1
DarmaBftAm	DarmaBft	noun	3	DarmaBfta	noun	1
DarmacAriRi	DarmacArin	noun	8	DarmacAriRI	noun	5
DarmacAriRyAm	DarmacArin	noun	2	DarmacAriRI	noun	2
DarmajYAnAm	DarmajYa	noun	3	DarmajYAna	noun	1
Darzayata	Darzi	verb	2	Dfz	verb	1
Davati	DU	noun	2	DU	verb	1
DavyA	DU	noun	3	Du	noun	1
Davya	DU	noun	6	Du	noun	2
DftimatI	Dftimat	noun	12	DftimatI	noun	8
DizaRAyAs	DizaRa	noun	6	DizaRA	noun	4
Dotf	DU	noun	18	Du	noun	6
DrAji	DrAji	noun	12	DrAj	noun	3
DrAji	DrAji	noun	12	Draj	noun	3
Dvan	DvAni	noun	14	Dvani	noun	14
Dvan	DvAni	noun	14	DvaYj	noun	7
Dvan	DvAni	noun	14	DvaYji	noun	7
Dvan	DvAni	noun	14	DvaMsi	noun	7
Dvan	DvAni	noun	14	DvaMs	noun	4
GAsi	GAsi	noun	12	Gas	noun	3
GAtanI	GAtanI	noun	8	GAti	noun	1
GaRwArava	GaRwAravA	noun	3	GaRwArava	noun	2
Gaw	Gawwi	noun	21	Gaw	noun	14
Gaw	Gawwi	noun	21	Gaz	noun	7
Gaw	Gawwi	noun	21	Gaww	noun	7
Gaw	Gawwi	noun	21	GAwi	noun	7
Gawitavat	Gaw	noun	6	GAwi	noun	3
GfRa	GfRA	noun	3	GfRa	noun	2
GfRa	GfRA	noun	3	GfR	noun	2
GfRinA	GfRi	noun	4	GfRin	noun	4
GorarUpA	GorarUpA	noun	3	GorarUpa	noun	2
GorarUpARAm	GorarUpa	noun	6	GorarUpA	noun	2
GorarUpAm	GorarUpA	noun	2	GorarUpa	noun	2
GorarUpAn	GorarUpa	noun	2	GorarUpA	noun	1
GorarUpa	GorarUpa	noun	4	GorarUpA	noun	3
GorarUpe	GorarUpa	noun	18	GorarUpA	noun	14
Gozaya	Gozi	verb	2	Guz	verb	1
Gozin	Guz	noun	4	Gozi	noun	4
ISanI	IS	noun	1	ISi	noun	1
ISita	ISitA	noun	3	IS	noun	2
ISita	ISitA	noun	3	ISi	noun	2
Ir	Ir	noun	14	Iri	noun	14
Ir	Ir	noun	14	F	noun	7
IryamARa	Ir	noun	4	Iri	noun	4
IryamARa	Ir	noun	4	F	noun	2
IyamAna	I	noun	6	i	noun	6
IzitA	Iz	noun	6	Iz	verb	4
IzitA	Iz	noun	6	Izi	noun	2
IzitA	Iz	noun	6	Izi	verb	2
Izita	Iz	noun	4	Izi	noun	4
Izitam	Iz	noun	6	Izi	noun	6
KAdayanti	KAdi	noun	8	KAdi	verb	2
KAde	KAdi	noun	44	KAda	noun	9
KAde	KAdi	noun	44	KAd	noun	42
KAde	KAdi	noun	44	Kad	noun	9
KAdin	KAdi	noun	4	KAd	noun	2
KAdin	KAdi	noun	4	Kad	noun	2
KaRqayitum	KaRqi	ind	3	KaRq	ind	1
KaRqyamAne	KaRq	noun	18	KaRqi	noun	18
Kan	KaRq	noun	14	KaRqi	noun	14
Kan	KaRq	noun	14	KaYj	noun	7
Kan	KaRq	noun	14	KaYji	noun	7
KanI	Kani	noun	12	KanI	noun	8
KanatAm	Kan	noun	2	Kan	verb	2
Kaqgahasta	KaqgahastA	noun	3	Kaqgahasta	noun	2
Karvita	Karv	noun	2	Karvi	noun	2
Kawaka	KawakA	noun	3	Kawaka	noun	2
Kawaka	KawakA	noun	3	Kaw	noun	2
KyAtAm	KyA	noun	3	KyA	verb	1
PAlguni	PAlgunI	noun	5	PAlguni	noun	3
Palinam	Palina	noun	6	Palin	noun	2
PalitAs	Palita	noun	10	PalitA	noun	5
PalitAs	Palita	noun	10	Pal	noun	5
SAkti	SAki	noun	12	SAK	noun	6
SAkti	SAki	noun	12	SAKi	noun	6
SAkti	SAki	noun	12	SAci	noun	6
SAlika	SAlika	noun	4	SAlikA	noun	3
SAlvarAja	SAlvarAjan	noun	3	SAlvarAja	noun	2
SAntanave	SAMtanava	noun	27	SAMtanu	noun	2
SArNgikA	SArNgikA	noun	3	SArNgika	noun	1
SAradaRqAyanI	SAradaRqAyanI	noun	8	SAradaRqAyani	noun	6
SAstravat	SAstravat	noun	3	SAstravat	ind	1
SAtakarRi	SAtakarRi	noun	3	SAtakarRin	noun	3
SAyin	SAyi	noun	8	So	noun	2
SAyin	SAyi	noun	8	SE	noun	2
SAyin	SAyi	noun	8	Si	noun	2
SAyin	SAyi	noun	8	SI	noun	2
SIBa	SIB	noun	6	SIBi	noun	4
SIlatA	SIlatA	noun	3	SIl	noun	2
SIlatas	SIl	noun	5	SIl	verb	1
SIlatas	SIl	noun	5	SIlatas	ind	1
SIlin	SIli	noun	6	SIl	noun	2
SItozRa	SItozRa	noun	4	SItozRA	noun	3
SUrasenAnAm	SUrasena	noun	3	SUrasenA	noun	2
SUzya	SUz	noun	2	SUzi	noun	2
SaMSanti	SaMSamya	noun	12	SaMSam	verb	2
SaNKAs	SaNKa	noun	10	SaNKA	noun	5
SaNKaDma	SaNKaDma	noun	2	SaNKaDmA	noun	1
SaNkanIyAm	SaNk	noun	1	SaNki	noun	1
SaNkanIya	SaNk	noun	2	SaNki	noun	2
SaRqikAnAm	SaRqika	noun	3	SaRqikA	noun	2
SaSipraBa	SaSipraBa	noun	4	SaSipraBA	noun	3
SaSivat	SE	noun	3	So	noun	3
Sak	Sak	noun	14	Sac	noun	7
SakaDUmaja	SakaDUmaja	noun	2	SakaDUmajA	noun	1
Salyakartf	Salyakartf	noun	3	Salyakarttf	noun	3
Sar	Sarv	noun	7	Sarvi	noun	7
SarDayata	SarDi	verb	3	SfD	verb	1
SarIrabanDena	SarIrabanDa	noun	2	SarIrabanDena	ind	1
SaraRi	SaraRi	noun	3	SF	noun	2
SaraRyAnAm	SaraRya	noun	9	SaraRyA	noun	2
SaradaRqA	SaradaRqA	noun	3	SaradaRqa	noun	1
SaradaRqAm	SaradaRqA	noun	2	SaradaRqa	noun	1
Saravya	Saravya	noun	4	SaravyA	noun	3
SarkarikA	SarkarikA	noun	3	Sarkarika	noun	1
Sarvari	SarvarI	noun	5	Sarvarin	noun	3
Sarya	Sarya	noun	6	SaryA	noun	3
SatAyus	SatAyus	noun	27	SatAyu	noun	2
SataGni	SataGnI	noun	5	SataGni	noun	3
SataGni	SataGnI	noun	5	SataGnin	noun	3
SataSAradAya	SataSArada	noun	4	SataSAradAya	ind	1
SataSIrza	SataSIrza	noun	4	SataSIrzA	noun	3
SataSIrza	SataSIrza	noun	4	SataSIrzan	noun	3
SataSalAka	SataSalAkA	noun	3	SataSalAka	noun	2
SatadAya	Satada	noun	2	SatadAya	noun	2
SatadAya	Satada	noun	2	SatadA	noun	1
Satahrada	SatahradA	noun	3	Satahrada	noun	2
SatavIrya	SatavIrya	noun	4	SatavIryA	noun	3
SatruYjayA	SatruMjayA	noun	3	SatruMjaya	noun	1
SatruYjaya	SatruMjayA	noun	3	SatruMjaya	noun	2
Satruha	Satruhan	noun	6	Satruha	noun	2
Sevya	Sev	noun	2	Sevi	noun	2
Sezin	Siz	noun	6	Sezi	noun	6
SiKariRi	SiKarin	noun	8	SiKariRI	noun	5
SiSriyARa	Sri	noun	2	SrI	noun	2
Sikvas	Sikvas	noun	5	Sikva	noun	1
Sikzitavat	Sikzi	noun	6	Sikz	noun	3
Sikzitavat	Sikzi	noun	6	Sikza	noun	3
Sikzitavat	Sikzi	noun	6	SiSakizi	noun	3
Sikzitavat	Sikzi	noun	6	SiSakiza	noun	3
SilAvahA	SilAvahA	noun	3	SilAvaha	noun	1
SiprAByAm	Sipra	noun	9	SiprA	noun	6
SiroDara	SiroDarA	noun	3	SiroDara	noun	2
Sizwavat	Siz	noun	9	SAs	noun	3
SizyamARa	Siz	noun	6	SAs	noun	2
SlAGyAnAm	SlAG	noun	3	SlAGi	noun	3
SlakzRAyAm	SlakzRA	noun	2	SlakzRa	noun	2
Slok	Slok	noun	7	Sloki	noun	7
SoBin	SuB	noun	6	SoBi	noun	6
SoSuByamAna	SoSuBya	noun	30	SoSuB	noun	6
SoSuByamAna	SoSuBya	noun	30	SoSumB	noun	4
Socakas	Suc	noun	4	Soci	noun	4
SocanIyam	Suc	noun	6	Soci	noun	6
Soci	Soci	noun	21	Suc	noun	6
Sona	Sun	noun	4	Soni	noun	4
SrAta	SrA	verb	2	SrAta	noun	2
SrIkAma	SrIkAmA	noun	3	SrIkAma	noun	2
SrImatyA	SrImatI	noun	3	SrImat	noun	2
SrImatyA	SrImatI	noun	3	SrImati	noun	1
SraTaya	SraTi	verb	2	SrATi	verb	1
Srapita	SrapitA	noun	3	Srapita	noun	2
Srapita	SrapitA	noun	3	SrApi	noun	2
SrutArTa	SrutArTa	noun	4	SrutArTA	noun	3
SrutAyus	SrutAyus	noun	9	SrutAyu	noun	2
SuBAcArAm	SuBAcArA	noun	2	SuBAcAra	noun	1
SuBAcAra	SuBAcArA	noun	3	SuBAcAra	noun	2
SuDyantAm	SunD	verb	2	SuD	verb	1
SuSrUzam	SuSrUza	noun	11	SuSrUzi	noun	8
SuSrUzita	SuSrUzi	noun	2	SuSrUza	noun	2
SucitAm	SucitA	noun	2	Suc	noun	1
SudDAnta	SudDAntA	noun	3	SudDAnta	noun	2
SukraSocis	SukraSocis	noun	9	SukraSoci	noun	2
SuktimatI	SuktimatI	noun	8	Suktimat	noun	4
SunDya	SunD	noun	6	SunDi	noun	4
SunDyu	SunDyU	noun	15	SunDyu	noun	9
Suzmi	Suzmin	noun	6	Suzmi	noun	3
Svavat	Svavat	noun	6	Svavat	ind	1
Svavftti	Svavftti	noun	6	Svavfttin	noun	3
SvetASva	SvetASva	noun	4	SvetASvA	noun	3
SvetavarRa	SvetavarRA	noun	3	SvetavarRa	noun	2
SyAmAsu	SyAma	noun	3	SyAmA	noun	2
SyenAm	SyenA	noun	2	Syena	noun	2
UrDvaretas	UrDvaretas	noun	10	UrDvareta	noun	2
UrmyAsu	UrmyA	noun	2	Urmya	noun	1
aBAji	BAji	verb	5	Baj	verb	1
aBAji	BAji	verb	5	BaYj	verb	1
aBAvayat	aBAvayat	noun	7	BAvi	verb	5
aBAvayat	aBAvayat	noun	7	BU	verb	1
aBAvayata	BAvi	verb	10	BU	verb	2
aBIpsu	aBiIpsa	noun	8	aBiIpsi	noun	3
aBItavat	aBii	noun	3	aBItavat	ind	1
aBarizyat	Bf	verb	2	BF	verb	1
aBiBAta	aBiBA	noun	2	aBiBA	verb	1
aBiBAva	aBiBAvi	noun	16	aBiBA	noun	6
aBiBAva	aBiBAvi	noun	16	aByas	noun	2
aBiBAva	aBiBAvi	noun	16	aBiBA	verb	1
aBiBAvya	aBiBAvi	noun	4	aByas	noun	2
aBiBAvya	aBiBAvi	noun	4	aBiBU	noun	2
aBiBAvya	aBiBAvi	noun	4	aBiBAvi	ind	2
aBiBU	aBiBu	noun	6	aByas	noun	3
aBiBU	aBiBu	noun	6	aBiBU	noun	3
aBiBu	aBiBU	noun	5	aBiBu	noun	3
aBiDAni	aBiDA	noun	13	aBiDAnI	noun	5
aBiDAvAmi	aBisf	verb	1	aBiDAv	verb	1
aBiDAvam	aBiDAv	noun	14	aBiDAvi	noun	12
aBiDAvantam	aBisf	noun	1	aBiDAv	noun	1
aBiDAvat	aBisf	noun	3	aBiDAv	noun	3
aBiDattam	aBiDA	verb	1	aBidADA	verb	1
aBiSas	aBiSas	noun	5	aBiSaMs	noun	3
aBicArin	aBicar	noun	2	aBicAri	noun	2
aBicakzyA	aBicakz	noun	1	aBicakzi	noun	1
aBigfRanti	aBigF	noun	4	aBigF	verb	1
aBihatas	aBihan	noun	1	aBihan	verb	1
aBihruti	aBihrut	noun	6	aBihruti	noun	3
aBikANkzaRa	aBikANkz	noun	2	aBikANkzi	noun	2
aBikANkzin	aBikANkz	noun	2	aBikANkzi	noun	2
aBikANkzita	aBikANkz	noun	2	aBikANkzi	noun	2
aBinAdin	aBinad	noun	2	aBinAdi	noun	2
aBinAditA	aBinAdi	verb	2	aBinAdi	noun	1
aBinIyamAna	aBinI	noun	2	aBinii	noun	2
aBinandin	aBinand	noun	2	aBinandi	noun	2
aBiniveSin	aBiniviS	noun	2	aBiniveSi	noun	2
aBinizpad	aBinizpat	noun	7	aBinizpad	noun	7
aBinyubja	aBinyubji	noun	6	aBinyubj	noun	4
aBinyubja	aBinyubji	noun	6	aBinyubj	verb	1
aBipAtin	aBipat	noun	2	aBipAti	noun	2
aBipad	aBipad	noun	7	aBipat	noun	7
aBipat	aBipad	noun	7	aBipat	noun	7
aBiprARita	aBipraan	noun	2	aBipraan	verb	2
aBiprARita	aBipraan	noun	2	aBipraARi	noun	2
aBipramarzaRa	aBipramfz	noun	4	aBipramarzi	noun	4
aBiprayAtA	aBiprayA	noun	5	aBiprayA	verb	2
aBiprayAta	aBiprayA	noun	2	aBiprayA	verb	1
aBirADana	aBirAD	noun	2	aBirADi	noun	2
aBirakzi	aBirakz	noun	9	aBirakzi	noun	9
aBisaMbanDAt	aBisaMbanD	noun	8	aBisaMbanDi	noun	8
aBisaMbanDa	aBisaMbanD	noun	8	aBisaMbanDi	noun	8
aBisaMbanDya	aBisaMbanD	noun	2	aBisaMbanDi	noun	2
aBisaMbanDya	aBisaMbanD	noun	2	aBisaMbanDi	ind	1
aBisaMcaranti	aBisaMcar	noun	4	aBisaMcar	verb	1
aBisaMpad	aBisaMpat	noun	7	aBisaMpad	noun	7
aBisaNgamya	aBisaMgAmi	noun	4	aBisaMgam	noun	2
aBisaNgamya	aBisaMgAmi	noun	4	aBisaMgam	ind	1
aBisacatAm	aBisac	noun	2	aBisac	verb	2
aBisamBavanti	aBisaMBU	noun	4	aBisaMBU	verb	1
aBisampatanti	aBisaMpat	noun	4	aBisaMpat	verb	1
aBisanDAya	aBisaMDA	noun	8	aBisaMDA	ind	1
