lemma_slp1	source	registers
kulANganA	vidyut:2	mahabharata-aranyakaparva:1,shukasaptati:1
kulAcAra	dcs:1	mahabharata-adiparva:1
kulAla	dcs:10	shatakatrayam-serebryakov:4,sankhya-karika:4,shatakatrayam:1
kulAlaSAlA	vidyut:1	jabala-up:1
kulAlacakra	vidyut:2	kama-sutra:1,mahabharata-karnaparva:1
kulAntakaraRa	vidyut:2	mahabharata-adiparva:1,mahabharata-dronaparva:1
kulAnvaya	vidyut:1	mahabharata-udyogaparva:1
kulAnvita	vidyut:1	mahabharata-udyogaparva:1
kulAyayat	vidyut:2	rigveda:2
kulAyin	dcs:1	rigveda:1
kulIna	dcs:27	ramayana-ayodhyakanda:5,mahabharata-udyogaparva:5,manavadharmashastra:2
kulInatva	vidyut:3	shatakatrayam:1,shatakatrayam-serebryakov:1,mahabharata-dronaparva:1
kulUta	dcs:1,vidyut:1	mahabharata-sabhaparva:1,mahabharata-karnaparva:1
kula	dcs:448,marker:1	mahabharata-adiparva:52,mahabharata-udyogaparva:49,ramayana-ayodhyakanda:49
kulaBUBft	vidyut:2	raghuvamsha:2
kulaBUzaRa	vidyut:1	raghuvamsha:1
kulaDarma	vidyut:18,marker:9	mahabharata-bhishmaparva:3,ramanuja_gitabhashya:3,bhagavadgita-1788:2
kulaDurya	vidyut:2	mahabharata-aranyakaparva:1,raghuvamsha:1
kulaGna	vidyut:16,marker:12	bhagavadgita-smirnov:4,bhagavadgita-prabhupada:4,bhagavadgita-1909:2
kulaSIlasamanvita	vidyut:2	mahabharata-aranyakaparva:2
kulagotra	vidyut:2	manavadharmashastra:2
kulajAta	vidyut:1	ramayana-balakanda:1
kulaja	vidyut:5	kama-sutra:1,manavadharmashastra:1,ramayana-balakanda:1
kulakara	vidyut:2	mahabharata-aranyakaparva:1,mahabharata-adiparva:1
kulakzayA	vidyut:28,marker:7	bhagavadgita-smirnov:6,bhagavadgita-sementsov:4,mahabharata-bhishmaparva:3
kulampunA	vidyut:2	mahabharata-aranyakaparva:2
kulanASa	vidyut:1	mahabharata-sabhaparva:1
kulanandana	vidyut:2,marker:1	ramayana-ayodhyakanda:1,mahabharata-udyogaparva:1,mahabharata-dronaparva:1
kulapA	dcs:6	atharvaveda:4,rigveda:2
kulapAMsana	vidyut:9,marker:1	mahabharata-udyogaparva:3,mahabharata-sabhaparva:2,mahabharata-shalyaparva:1
kulaparvata	vidyut:1	mahabharata-bhishmaparva:1
kulapati	vidyut:11	mahabharata-adiparva:5,ramayana-ayodhyakanda:4,raghuvamsha:2
kulapradIpa	vidyut:1	raghuvamsha:1
kulapuruza	vidyut:1	shatakatrayam:1
kulaputra	vidyut:7	mahabharata-dronaparva:2,ramayana-ayodhyakanda:2,mahabharata-bhishmaparva:1
kularAjaDAnI	vidyut:1	raghuvamsha:1
kulasaMKyA	vidyut:3	mahabharata-udyogaparva:2,manavadharmashastra:1
kulastrI	dcs:14,marker:5	mahabharata-aranyakaparva:3,bhagavadgita-prabhupada:2,shukasaptati:2
kulatTa	dcs:1	hatha-yoga-pradipika:1
kulatantu	vidyut:2	mahabharata-adiparva:1,raghuvamsha:1
kulatas	vidyut:1	mahabharata-udyogaparva:1
kulatattvavid	vidyut:1	mahabharata-aranyakaparva:1
kulavarDana	vidyut:6	mahabharata-adiparva:4,ramayana-balakanda:2
kulavat	vidyut:1	ramayana-ayodhyakanda:1
kulavfdDa	vidyut:1	mahabharata-bhishmaparva:1
kulavidyA	vidyut:1	raghuvamsha:1
kulawA	dcs:10	shukasaptati:5,kama-sutra:4,gitagovinda:1
kulayozit	vidyut:1	manavadharmashastra:1
kuliNgA	dcs:4	ramayana-ayodhyakanda:4
kuliSI	dcs:2	rigveda:2
kuliSa	dcs:8	kumarasambhava:3,rigveda:2,mahabharata-aranyakaparva:1
kulika	dcs:1	mahabharata-adiparva:1
kulmAza	dcs:2	ch-up:2
kulmala	vidyut:3	atharvaveda:3
kulocita	vidyut:7	mahabharata-aranyakaparva:3,raghuvamsha:3,buddhacharita:1
kulodBava	vidyut:2	mahabharata-dronaparva:1,mahabharata-shalyaparva:1
kulodvaha	vidyut:4	ramayana-balakanda:1,mahabharata-aranyakaparva:1,mahabharata-dronaparva:1
kulopadeSa	vidyut:1	raghuvamsha:1
kulyA	dcs:13	atharvaveda:4,rigveda:3,mahabharata-adiparva:2
kulyAy	dcs:1	shatakatrayam-serebryakov:1
kulya	dcs:6	mahabharata-ashramavasikaparva:4,mahabharata-adiparva:1,shatakatrayam:1
kumArI	dcs:45	manavadharmashastra:6,raghuvamsha:5,mahabharata-udyogaparva:5
kumArIpura	dcs:1	mahabharata-virataparva:1
kumAra	dcs:222	mahabharata-adiparva:39,buddhacharita:32,raghuvamsha:17
kumAraDArA	dcs:1	mahabharata-aranyakaparva:1
kumArabrahmacArin	vidyut:1	manavadharmashastra:1
kumAradezRa	vidyut:2	rigveda:2
kumArahArita	vidyut:1,dcs:1	br-up:2
kumAraka	dcs:8	mahabharata-karnaparva:2,rigveda:2,mahabharata-ashvamedhikaparva:1
kumAratva	vidyut:1	raghuvamsha:1
kumAravat	vidyut:1	mahabharata-udyogaparva:1
kumArga	dcs:1	buddhacharita:1
kumArikA	dcs:2	mahabharata-aranyakaparva:1,atharvaveda:1
kumArila	vidyut:1	mahabharata-ashramavasikaparva:1
kumArin	dcs:1	rigveda:1
kumBARqaka	vidyut:1	mahabharata-shalyaparva:1
kumBI	dcs:7	atharvaveda:6,ramayana-ayodhyakanda:1
kumBIDAnyaka	dcs:1	manavadharmashastra:1
kumBIkA	dcs:2	atharvaveda:2
kumBInasI	vidyut:2,dcs:1	raghuvamsha:2,mahabharata-adiparva:1
kumBIpAka	dcs:1	manavadharmashastra:1
kumBa	dcs:60,marker:1	nyaya-bhashya:11,atharvaveda:7,ramayana-ayodhyakanda:6
kumBadAsI	dcs:4,vidyut:1	kama-sutra:5
kumBajanman	vidyut:1	raghuvamsha:1
kumBakAra	dcs:1	mahabharata-adiparva:1
kumBaka	dcs:25	hatha-yoga-pradipika:17,yotat-up:7,vedanga_jyotisha:1
kumBakarRa	dcs:13	mahabharata-aranyakaparva:7,ramayana-sundarakanda:3,raghuvamsha:2
kumBamuzka	vidyut:2	atharvaveda:2
kumBasamBava	vidyut:1	mahabharata-dronaparva:1
kumBavaktra	vidyut:1	mahabharata-shalyaparva:1
kumBay	dcs:3	hatha-yoga-pradipika:2,yotat-up:1
kumBayoni	dcs:12	mahabharata-dronaparva:7,mahabharata-aranyakaparva:3,raghuvamsha:2
kumBikA	dcs:1	hatha-yoga-pradipika:1
kumBin	dcs:1	rigveda:1
kumBodara	vidyut:2	raghuvamsha:2
kumantrin	vidyut:1	mahabharata-dronaparva:1
kumba	dcs:1	atharvaveda:1
kumuKa	vidyut:1	shukasaptati:1
kumudAkza	vidyut:1	mahabharata-adiparva:1
kumuda	dcs:22	raghuvamsha:5,mahabharata-udyogaparva:3,mahabharata-aranyakaparva:3
kumudaKaRqa	vidyut:1	ramayana-sundarakanda:1
kumudanATa	vidyut:1,dcs:1	mahabharata-dronaparva:2
kumudottara	vidyut:1	mahabharata-bhishmaparva:1
kumudvatI	dcs:5	raghuvamsha:5
kunArI	dcs:1	ramayana-aranyakanda:1
kunaKin	vidyut:2	manavadharmashastra:1,atharvaveda:1
kunadI	dcs:1,vidyut:1	mahabharata-udyogaparva:1,mahabharata-sauptikaparva:1
kunadikA	dcs:2	mahabharata-udyogaparva:1,mahabharata-dronaparva:1
kunannama	dcs:2	rigveda:2
kunda	dcs:10	ramayana-aranyakanda:2,shatakatrayam-serebryakov:2,amaru-shataka:2
kundamAna	dcs:2	mahabharata-sabhaparva:2
kunfpa	vidyut:2	mahabharata-dronaparva:1,mahabharata-shalyaparva:1
kunfpati	vidyut:2	shatakatrayam:1,shatakatrayam-serebryakov:1
kuntI	dcs:159	mahabharata-adiparva:62,mahabharata-ashramavasikaparva:35,mahabharata-udyogaparva:14
kuntImAtf	dcs:1,vidyut:1	mahabharata-sabhaparva:1,mahabharata-adiparva:1
kuntIsuta	vidyut:30	mahabharata-dronaparva:7,mahabharata-adiparva:7,mahabharata-aranyakaparva:4
kunta	dcs:2	mahabharata-karnaparva:1,gitagovinda:1
kuntala	dcs:8	mahabharata-bhishmaparva:2,mahabharata-udyogaparva:2,kama-sutra:2
kunti	dcs:2	mahabharata-sabhaparva:2
kuntiBoja	dcs:47	mahabharata-bhishmaparva:7,mahabharata-dronaparva:7,mahabharata-udyogaparva:6
kuntirAjan	vidyut:1	mahabharata-adiparva:1
kup	dcs:86,vidyut:5	mahabharata-dronaparva:12,mahabharata-aranyakaparva:10,ramayana-ayodhyakanda:10
kupARi	vidyut:1	kama-sutra:1
kupaTa	dcs:2	mahabharata-adiparva:1,mahabharata-sauptikaparva:1
kuparIkzaka	vidyut:3	shatakatrayam:2,shatakatrayam-serebryakov:1
kuplava	vidyut:1	manavadharmashastra:1
kupuruza	dcs:2	mahabharata-udyogaparva:1,mahabharata-sabhaparva:1
kuputra	vidyut:3	shukasaptati:2,manavadharmashastra:1
kupya	dcs:2	manavadharmashastra:2
kuq	vidyut:1	mahabharata-bhishmaparva:1
kuqava	dcs:2	mahabharata-ashvamedhikaparva:2
kuqmala	dcs:2,vidyut:1	manavadharmashastra:1,devi-gita:1,raghuvamsha:1
kuqmalita	dcs:1	amaru-shataka:1
kuqya	dcs:12	nyaya-bhashya:5,kama-sutra:4,sankhya-karika:2
kur	dcs:9	manavadharmashastra:2,ch-up:2,br-up:2
kurAjan	vidyut:1	mahabharata-udyogaparva:1
kurIra	vidyut:3	atharvaveda:2,rigveda:1
kurIrin	vidyut:3	atharvaveda:3
kurUru	dcs:4	atharvaveda:4
kurUwin	dcs:2	atharvaveda:2
kuraNgAy	dcs:1	shatakatrayam-serebryakov:1
kuraNgI	dcs:1	gitagovinda:1
kuraNga	dcs:5	shatakatrayam:2,shatakatrayam-serebryakov:1,gitagovinda:1
kuraRwa	dcs:1	kama-sutra:1
kuraRwaka	dcs:4	kama-sutra:4
kurabaka	dcs:2	mahabharata-aranyakaparva:1,gitagovinda:1
kurarI	dcs:14,vidyut:1	mahabharata-ashramavasikaparva:4,mahabharata-ashvamedhikaparva:2,mahabharata-aranyakaparva:2
kurara	dcs:4	mahabharata-adiparva:1,ramayana-aranyakanda:1,mahabharata-udyogaparva:1
kurava	dcs:65	mahabharata-udyogaparva:14,mahabharata-sabhaparva:11,mahabharata-dronaparva:8
kurkura	vidyut:1	atharvaveda:1
kuru	dcs:821,vidyut:14	mahabharata-udyogaparva:118,mahabharata-dronaparva:109,mahabharata-adiparva:78
kuruNga	dcs:2	rigveda:2
kuruSravaRa	dcs:3	rigveda:3
kuruSrezWa	dcs:65,marker:7,vidyut:3	mahabharata-aranyakaparva:15,mahabharata-udyogaparva:8,mahabharata-bhishmaparva:7
kurujANgala	dcs:19	mahabharata-ashramavasikaparva:4,mahabharata-adiparva:3,mahabharata-udyogaparva:3
kurukzetra	dcs:81,marker:11	mahabharata-udyogaparva:15,mahabharata-aranyakaparva:14,mahabharata-adiparva:12
kurunandana	vidyut:120,marker:21	mahabharata-aranyakaparva:27,mahabharata-adiparva:18,mahabharata-udyogaparva:15
kurupARqava	vidyut:6	mahabharata-adiparva:2,mahabharata-bhishmaparva:2,mahabharata-udyogaparva:1
kurupaYcAla	vidyut:2	br-up:1,kau-up:1
kurupuMgava	vidyut:35	mahabharata-dronaparva:7,mahabharata-udyogaparva:4,mahabharata-mausalaparva:4
kururAj	dcs:1	mahabharata-dronaparva:1
kururAja	dcs:53,marker:3	mahabharata-ashramavasikaparva:12,mahabharata-shalyaparva:7,mahabharata-adiparva:6
kurusattama	dcs:41,marker:4,vidyut:2	mahabharata-udyogaparva:7,mahabharata-aranyakaparva:7,mahabharata-dronaparva:6
kurutIrTa	vidyut:3	mahabharata-aranyakaparva:3
kuruvaMSa	vidyut:11	mahabharata-adiparva:7,mahabharata-udyogaparva:2,mahabharata-shalyaparva:1
kuruvfdDa	vidyut:13,marker:7,dcs:6	mahabharata-bhishmaparva:5,mahabharata-udyogaparva:5,bhagavadgita-prabhupada:2
kusAraTi	vidyut:1	mahabharata-udyogaparva:1
kusIda	dcs:4	manavadharmashastra:4
kusIdavfdDi	vidyut:2	manavadharmashastra:2
kusUlaDAnyaka	vidyut:1	manavadharmashastra:1
kusaMbanDin	dcs:1	mahabharata-dronaparva:1
kusaMgata	vidyut:1	mahabharata-udyogaparva:1
kusinDa	dcs:2	atharvaveda:2
kustumburu	dcs:1	mahabharata-sabhaparva:1
kusumAkara	dcs:16	bhagavadgita-1788:2,bhagavadgita-prabhupada:2,bhagavadgity:1
kusumAyuDa	dcs:3	shatakatrayam:1,kumarasambhava:1,shatakatrayam-serebryakov:1
kusumBa	dcs:1	kama-sutra:1
kusumBavat	vidyut:1	manavadharmashastra:1
kusuma	dcs:49	ramayana-ayodhyakanda:9,gitagovinda:6,kama-sutra:6
kusumaSara	vidyut:1	gitagovinda:1
kusumaSaratva	vidyut:1	amaru-shataka:1
kusumabARa	vidyut:1	amaru-shataka:1
kusumalAvI	vidyut:2	amaru-shataka:2
kusumastabaka	vidyut:2	shatakatrayam:2
kusumita	dcs:4	buddhacharita:2,ramayana-sundarakanda:1,mahabharata-aranyakaparva:1
kutUhala	dcs:11	mahabharata-aranyakaparva:2,kumarasambhava:2,ramayana-ayodhyakanda:1
kutUhalin	vidyut:2,dcs:1	raghuvamsha:2,manavadharmashastra:1
kutaScana	dcs:5	manavadharmashastra:1,rigveda:1,paramarthasara-abhinavagupta:1
kutaScid	dcs:8	ramayana-ayodhyakanda:2,kat-up:1,bhagavadgita-burba:1
kutanaya	vidyut:2	shatakatrayam:1,shatakatrayam-serebryakov:1
kutapa	dcs:3	manavadharmashastra:3
kutas	dcs:136	mahabharata-adiparva:15,mahabharata-aranyakaparva:15,mahabharata-udyogaparva:11
kutomUla	vidyut:2	mahabharata-sabhaparva:2
kutra	dcs:3	ramayana-aranyakanda:1,mahabharata-udyogaparva:1,mahabharata-virataparva:1
kuts	dcs:1	mahabharata-sabhaparva:1
kutsA	dcs:4	ramayana-sundarakanda:1,kama-sutra:1,rigveda:1
kutsa	dcs:46	rigveda:43,atharvaveda:2,manavadharmashastra:1
kutsaputra	vidyut:1	rigveda:1
kutsavatsa	vidyut:1	rigveda:1
kutsay	dcs:15	mahabharata-karnaparva:3,mahabharata-adiparva:3,ramayana-aranyakanda:3
kutsi	vidyut:3	shatakatrayam:2,shatakatrayam-serebryakov:1
kutsya	dcs:1	rigveda:1
kuvalASva	dcs:9,vidyut:1	mahabharata-aranyakaparva:10
kuvalayASva	dcs:1	mai-up:1
kuvalayApIqa	vidyut:3	gitagovinda:3
kuvalaya	dcs:2	ramayana-aranyakanda:1,gitagovinda:1
kuvalayanayanA	vidyut:2	shatakatrayam:1,shatakatrayam-serebryakov:1
kuvalayita	vidyut:1	raghuvamsha:1
kuvartman	vidyut:1	mahabharata-karnaparva:1
kuvid	dcs:30	rigveda:29,atharvaveda:1
kuvitsa	vidyut:1	rigveda:1
kuwI	dcs:7	ramayana-ayodhyakanda:2,shatakatrayam-serebryakov:2,manavadharmashastra:1
kuwIcaka	vidyut:4	jabala-up:4
kuwIgata	vidyut:1	mahabharata-adiparva:1
kuwIra	dcs:1	gitagovinda:1
kuwa	dcs:2	rigveda:2
kuwaja	dcs:4	shatakatrayam-serebryakov:2,ramayana-sundarakanda:1,kama-sutra:1
kuwapa	vidyut:1	vedanga_jyotisha:1
kuwi	dcs:2	kama-sutra:2
kuwikA	dcs:2	ramayana-ayodhyakanda:2
kuwikozwikA	vidyut:1	ramayana-ayodhyakanda:1
kuwilANgI	dcs:1	hatha-yoga-pradipika:1
kuwila	dcs:9	mahabharata-udyogaparva:2,gitagovinda:2,shatakatrayam:1
kuwumba	dcs:11	manavadharmashastra:6,shukasaptati:2,mahabharata-udyogaparva:1
kuwumbin	vidyut:3	ramayana-ayodhyakanda:1,manavadharmashastra:1,mahabharata-ashramavasikaparva:1
kuwumbinI	dcs:2	mahabharata-aranyakaparva:1,raghuvamsha:1
kuwwana	dcs:1	kama-sutra:1
kuwway	dcs:1	mahabharata-dronaparva:1
kuwwima	dcs:1	ramayana-ayodhyakanda:1
kuwwinI	dcs:14	shukasaptati:14
kuyava	dcs:8	rigveda:8
kuzWa	dcs:29	atharvaveda:20,kama-sutra:4,ramayana-ayodhyakanda:2
kuzWikA	dcs:3	atharvaveda:3
kuzWin	vidyut:1,dcs:1	kama-sutra:1,manavadharmashastra:1
kuzavA	dcs:2	rigveda:2
kuzi	dcs:1	raghuvamsha:1
kuzumBa	vidyut:1	atharvaveda:1
kuzumBaka	vidyut:3	rigveda:3
kvATay	dcs:1	mahabharata-svargarohanikaparva:1
kvApi	dcs:7	shukasaptati:5,shatakatrayam:1,shatakatrayam-serebryakov:1
kva	dcs:146	rigveda:18,mahabharata-aranyakaparva:16,ramayana-aranyakanda:13
kvaR	vidyut:2,dcs:1	hatha-yoga-pradipika:2,gitagovinda:1
kvaT	dcs:2	manavadharmashastra:1,buddhacharita:1
kvacana	dcs:4	mahabharata-aranyakaparva:1,shatakatrayam:1,shatakatrayam-serebryakov:1
kvacid	dcs:112	mahabharata-aranyakaparva:17,mahabharata-adiparva:10,raghuvamsha:10
kvasTa	vidyut:2	mahabharata-aranyakaparva:2
kyAmbU	dcs:1	atharvaveda:1
kzA	dcs:36	rigveda:32,atharvaveda:3,mahabharata-aranyakaparva:1
kzAma	dcs:10	rigveda:7,mahabharata-adiparva:2,megha-duta:1
kzAman	dcs:4	rigveda:4
kzAmay	dcs:15	bhagavadgita-prabhupada:2,mahabharata-adiparva:1,mahabharata-bhishmaparva:1
kzAmya	vidyut:1	mahabharata-sabhaparva:1
kzAnti	dcs:46	shatakatrayam-serebryakov:3,shatakatrayam:3,bhagavadgita-sementsov:3
kzApay	dcs:2	atharvaveda:2
kzApi	vidyut:1	mahabharata-karnaparva:1
kzArAmbuDi	vidyut:1	shatakatrayam-serebryakov:1
kzAra	dcs:6	mahabharata-dronaparva:2,mahabharata-adiparva:1,ramayana-ayodhyakanda:1
kzAray	dcs:1	ramayana-ayodhyakanda:1
kzAtra	dcs:36,vidyut:1	ramayana-ayodhyakanda:6,mahabharata-adiparva:5,mahabharata-dronaparva:5
kzAyi	vidyut:1	rigveda:1
kzI	vidyut:10	ch-up:2,br-up:2,mahabharata-aranyakaparva:2
kzIRAyus	vidyut:1	mahabharata-aranyakaparva:1
kzIRaDana	vidyut:2	shukasaptati:2
kzIRakalmaza	vidyut:7,marker:3	gitarthasamgraha-abhinavagupta:2,bhagavadgita-prabhupada:2,bhagavadgita-burba:1
kzIRakoSa	vidyut:3	mahabharata-ashvamedhikaparva:3
kzIRapuRya	vidyut:9	mahabharata-aranyakaparva:4,mahabharata-adiparva:3,ramayana-sundarakanda:1
kzIRavftti	vidyut:3	manavadharmashastra:1,yoga-sutry_vyasa-bhashya:1,yoga-sutry:1
kzIRopAya	vidyut:1	amaru-shataka:1
kzIba	dcs:9	ramayana-sundarakanda:3,mahabharata-adiparva:2,amaru-shataka:1
kzIra	dcs:80	atharvaveda:28,manavadharmashastra:6,kama-sutra:5
kzIraBfta	vidyut:1	manavadharmashastra:1
kzIrakAkolI	dcs:1	kama-sutra:1
kzIraniDi	dcs:3	raghuvamsha:2,mahabharata-udyogaparva:1
kzIrapAka	dcs:1	rigveda:1
kzIravat	dcs:1,vidyut:1	atharvaveda:1,brb-up:1
kzIrikA	dcs:2	kama-sutra:2
kzIrin	vidyut:4,dcs:2	mahabharata-bhishmaparva:2,atharvaveda:1,mahabharata-aranyakaparva:1
kzIroda	dcs:5	mahabharata-bhishmaparva:3,ramayana-balakanda:2
kzIrodamaTana	vidyut:5	mahabharata-adiparva:5
kzIropasecana	vidyut:1	ramayana-ayodhyakanda:1
kzRotra	dcs:1	rigveda:1
kzRu	dcs:2	atharvaveda:2
kzaRAntara	vidyut:2	raghuvamsha:1,yoga-sutry_vyasa-bhashya:1
kzaRa	dcs:194,marker:1	mahabharata-adiparva:21,mahabharata-aranyakaparva:18,mahabharata-dronaparva:13
kzaRaBUta	vidyut:2	ramayana-ayodhyakanda:1,ramayana-balakanda:1
kzaRaBaNgura	vidyut:6	shatakatrayam:3,shatakatrayam-serebryakov:3
kzaRadA	dcs:3	mahabharata-karnaparva:1,raghuvamsha:1,mahabharata-dronaparva:1
kzaRadAcara	vidyut:9	ramayana-aranyakanda:5,mahabharata-dronaparva:2,raghuvamsha:1
kzaRamAtra	vidyut:5	gitarthasamgraha-abhinavagupta:2,ramayana-ayodhyakanda:1,raghuvamsha:1
kzaRika	dcs:5,vidyut:1	nyaya-bhashya:4,gitarthasamgraha-abhinavagupta:1,yoga-sutry_vyasa-bhashya:1
kzaRikatA	vidyut:2	nyaya-bhashya:2
kzaRikatva	vidyut:3	nyaya-bhashya:1,yoga-sutry_vyasa-bhashya:1,vedartha-samgraha_ramanuja:1
kzaRikavAda	vidyut:2	yoga-sutry_vyasa-bhashya:2
kzaRin	vidyut:1	mahabharata-sabhaparva:1
kzaRitu	dcs:2	br-up:2
kzad	dcs:6	rigveda:5,atharvaveda:1
kzadman	dcs:1	rigveda:1
kzam	dcs:105,vidyut:30	mahabharata-aranyakaparva:27,rigveda:18,mahabharata-adiparva:10
kzamA	dcs:152	mahabharata-aranyakaparva:18,mahabharata-udyogaparva:14,mahabharata-adiparva:8
kzamASIla	vidyut:1	mahabharata-udyogaparva:1
kzamAnvita	vidyut:1	mahabharata-aranyakaparva:1
kzamApara	vidyut:1	ramayana-ayodhyakanda:1
kzamApay	dcs:2	devi-gita:2
kzamAvat	dcs:15,vidyut:1	mahabharata-aranyakaparva:8,mahabharata-udyogaparva:4,mahabharata-dronaparva:2
kzamAyukta	vidyut:1	mahabharata-ashvamedhikaparva:1
kzama	dcs:87	buddhacharita:14,mahabharata-aranyakaparva:8,mahabharata-udyogaparva:8
kzamay	dcs:7	mahabharata-aranyakaparva:2,mahabharata-virataparva:2,mahabharata-adiparva:1
kzamin	dcs:7	mahabharata-bhishmaparva:1,bhagavadgity:1,bhagavadgita-sementsov:1
kzamya	dcs:1	rigveda:1
kzan	dcs:8	atharvaveda:2,kumarasambhava:1,mahabharata-adiparva:1
kzap	vidyut:10,dcs:8	rigveda:17,bhagavadgita-1788:1
kzapA	dcs:22	mahabharata-aranyakaparva:5,ramayana-ayodhyakanda:5,rigveda:3
kzapAcara	vidyut:1,dcs:1	ramayana-sundarakanda:1,mahabharata-udyogaparva:1
kzapAha	vidyut:2	manavadharmashastra:1,mahabharata-aranyakaparva:1
kzapAkzaya	vidyut:1	ramayana-sundarakanda:1
kzapAvant	dcs:5	rigveda:5
kzapAvat	vidyut:1	rigveda:1
kzapaRa	dcs:8	manavadharmashastra:3,kama-sutra:2,mahabharata-udyogaparva:1
kzapaRaka	dcs:4	shukasaptati:3,vedartha-samgraha_ramanuja:1
kzapay	dcs:22	mahabharata-dronaparva:4,mahabharata-udyogaparva:3,ramayana-ayodhyakanda:2
kzar	dcs:81,vidyut:8	rigveda:46,atharvaveda:8,mahabharata-udyogaparva:6
kzara	dcs:58	gitarthasamgraha-abhinavagupta:6,bhagavadgita-erman:4,mahabharata-ashvamedhikaparva:4
kzata	dcs:28	kama-sutra:6,mahabharata-dronaparva:6,mahabharata-aranyakaparva:3
kzataja	dcs:14	ramayana-aranyakanda:5,mahabharata-dronaparva:3,mahabharata-karnaparva:3
kzatavftti	vidyut:2	ramayana-ayodhyakanda:2
kzatavikzata	vidyut:3	ramayana-ayodhyakanda:1,mahabharata-bhishmaparva:1,mahabharata-sauptikaparva:1
kzatra	dcs:238	rigveda:53,atharvaveda:39,br-up:22
kzatraBft	vidyut:1	atharvaveda:1
kzatraDarma	vidyut:22	mahabharata-udyogaparva:4,mahabharata-sauptikaparva:3,mahabharata-shalyaparva:2
kzatraDarman	vidyut:73,marker:2,dcs:2	mahabharata-dronaparva:17,mahabharata-udyogaparva:9,mahabharata-shalyaparva:8
kzatrabanDu	dcs:12,vidyut:1	mahabharata-udyogaparva:3,mahabharata-shalyaparva:2,manavadharmashastra:2
kzatradeva	vidyut:9,dcs:2	mahabharata-dronaparva:6,mahabharata-udyogaparva:2,mahabharata-bhishmaparva:2
kzatrajAta	vidyut:1	raghuvamsha:1
kzatravat	vidyut:2	ramayana-ayodhyakanda:2
kzatravidyA	vidyut:7	ch-up:6,ramayana-ayodhyakanda:1
kzatrayoni	vidyut:2	mahabharata-adiparva:1,mahabharata-virataparva:1
kzatriyA	dcs:7	mahabharata-adiparva:5,mahabharata-dronaparva:1,manavadharmashastra:1
kzatriyAntakara	vidyut:3	mahabharata-adiparva:1,mahabharata-sabhaparva:1,mahabharata-udyogaparva:1
kzatriya	dcs:498	mahabharata-udyogaparva:62,manavadharmashastra:59,mahabharata-dronaparva:42
kzatriyaDarman	vidyut:4	manavadharmashastra:1,mahabharata-udyogaparva:1,mahabharata-virataparva:1
kzatriyabruva	dcs:1	mahabharata-shalyaparva:1
kzatriyajAti	vidyut:1	manavadharmashastra:1
kzatriyamardana	vidyut:3	mahabharata-dronaparva:3
kzatriyarzaBa	vidyut:37	mahabharata-dronaparva:12,mahabharata-adiparva:6,mahabharata-udyogaparva:5
kzatriyatva	vidyut:1	mahabharata-aranyakaparva:1
kzattf	dcs:87	mahabharata-udyogaparva:20,mahabharata-sabhaparva:19,mahabharata-adiparva:11
kzava	dcs:1	atharvaveda:1
kzaya	dcs:334	rigveda:86,mahabharata-aranyakaparva:25,mahabharata-udyogaparva:23
kzayaMkara	vidyut:2	mahabharata-adiparva:2
kzayadvIra	dcs:5,vidyut:2	rigveda:7
kzayakara	vidyut:2	mahabharata-bhishmaparva:1,mahabharata-sabhaparva:1
kzayarogitva	vidyut:1	manavadharmashastra:1
kzayin	vidyut:4,dcs:3	kama-sutra:2,gitarthasamgraha-abhinavagupta:1,shatakatrayam:1
kzayita	dcs:1	mahabharata-ashvamedhikaparva:1
kzayizRu	dcs:1	mai-up:1
kzema	dcs:91	rigveda:20,ramayana-ayodhyakanda:13,mahabharata-aranyakaparva:9
kzemaDUrti	dcs:13	mahabharata-dronaparva:6,mahabharata-karnaparva:4,mahabharata-shalyaparva:2
kzemaDanvan	vidyut:1	raghuvamsha:1
kzemaSarman	vidyut:1	mahabharata-dronaparva:1
kzemajit	dcs:1	mahabharata-sabhaparva:1
kzemakAma	vidyut:1	rigveda:1
kzemaka	dcs:2	mahabharata-adiparva:1,mahabharata-sabhaparva:1
kzemakara	vidyut:1	mahabharata-dronaparva:1
kzemarAja	dcs:1	shukasaptati:1
kzematara	vidyut:10,dcs:3,marker:2	bhagavadgita-radha:2,bhagavadgity:1,bhagavadgita-smirnov:1
kzemavfdDi	vidyut:1	mahabharata-aranyakaparva:1
kzemin	vidyut:2,dcs:1	mahabharata-aranyakaparva:1,mahabharata-karnaparva:1,mahabharata-shalyaparva:1
kzemya	dcs:6	rigveda:2,mahabharata-ashvamedhikaparva:2,manavadharmashastra:1
kzepIyas	dcs:1	mahabharata-karnaparva:1
kzepa	dcs:5	mahabharata-dronaparva:2,mahabharata-aranyakaparva:1,mahabharata-adiparva:1
kzepaRI	dcs:3	mahabharata-bhishmaparva:2,mahabharata-dronaparva:1
kzepaRa	dcs:2,marker:1	kama-sutra:1,jabala-up:1,manavadharmashastra:1
kzepay	dcs:1	rigveda:1
kzepi	vidyut:1	mahabharata-dronaparva:1
kzepizWa	vidyut:1	vedartha-samgraha_ramanuja:1
kzetrAsA	vidyut:2	rigveda:2
kzetra	dcs:244,marker:4	rigveda:21,manavadharmashastra:18,bhagavadgita-1909:18
kzetrajA	dcs:1	manavadharmashastra:1
